Time,pwrA,pwrB,pwrC
2021-12-22 19:00:00+02:00,550.9903998205505,524.0450177652582,176.89641574917712
2021-12-22 20:00:00+02:00,567.0529373523801,559.7698395011961,180.24867721675903
2021-12-22 21:00:00+02:00,561.4926085472107,581.5946984291077,186.44850361347198
2021-12-22 22:00:00+02:00,554.6500977508781,557.0993711486343,183.70632201202156
2021-12-22 23:00:00+02:00,555.291733018118,468.98681824650595,184.1260635912718
2021-12-23 00:00:00+02:00,552.9083895874023,476.6134341430664,185.91197662353517
2021-12-23 01:00:00+02:00,551.9553538004558,327.9452646891276,184.8115463256836
2021-12-23 02:00:00+02:00,560.116455078125,508.59574211968317,187.86562424476702
2021-12-23 03:00:00+02:00,563.5623378468983,481.23713843502213,188.83547762970426
2021-12-23 04:00:00+02:00,560.9555328026247,486.9070287125834,187.4936253694113
2021-12-23 05:00:00+02:00,547.1374516524668,557.8456846222164,189.85629476712444
2021-12-23 06:00:00+02:00,568.5743079185486,329.77967143058777,191.37352561950684
2021-12-23 07:00:00+02:00,556.5046015000881,454.4216754884648,189.99712859419054
2021-12-23 08:00:00+02:00,559.7081977340775,494.357621246183,194.11223218888802
2021-12-23 09:00:00+02:00,555.0429701096941,450.43714194722696,205.56597024143332
2021-12-23 10:00:00+02:00,555.7764826112794,503.0942371734945,1012.7333840149578
2021-12-23 11:00:00+02:00,555.656698921283,575.553642087788,1153.527607993834
2021-12-23 12:00:00+02:00,560.4711260298349,512.7547697742133,1477.9539678848387
2021-12-23 13:00:00+02:00,560.2737670539054,573.370798771702,1130.638202191803
2021-12-23 14:00:00+02:00,561.4961791684188,554.2187801839124,1446.455837804796
2021-12-23 15:00:00+02:00,559.674621480644,1019.3168552605681,1081.9264420079498
2021-12-23 16:00:00+02:00,553.6235143488103,398.1700701858058,156.9053642099554
2021-12-23 17:00:00+02:00,555.2461221294038,475.09275027394546,102.28010384140501
2021-12-23 18:00:00+02:00,559.4587655874399,291.2159694965069,102.41114953848032
2021-12-23 19:00:00+02:00,552.4059386733891,481.4629893931307,101.44458652466767
2021-12-23 20:00:00+02:00,612.3127346109724,379.86761820626526,101.56478345792976
2021-12-23 21:00:00+02:00,565.5376711707133,380.81319044602407,101.14661370600024
2021-12-23 22:00:00+02:00,549.088253427883,408.58594632995914,101.07385017666115
2021-12-23 23:00:00+02:00,565.5389629325481,414.44556858563664,101.24297579370364
2021-12-24 00:00:00+02:00,548.4755547102108,500.99537079093994,101.10748699099518
2021-12-24 01:00:00+02:00,544.9736640397892,481.95218557904855,101.66176309511643
2021-12-24 02:00:00+02:00,569.8046510080812,270.5621495322576,101.88413355590174
2021-12-24 03:00:00+02:00,551.0826245917649,465.4772331362865,102.1083800519099
2021-12-24 04:00:00+02:00,556.7614848335382,414.2658169354279,117.91689877582685
2021-12-24 05:00:00+02:00,551.4679809570313,280.30188852945963,101.63039283752441
2021-12-24 06:00:00+02:00,550.5142301810804,488.52635192871094,100.97220854056899
2021-12-24 07:00:00+02:00,563.522310983106,404.18526919602135,100.78990479290182
2021-12-24 08:00:00+02:00,577.4998077392578,277.8986117553711,102.01950119018555
2021-12-24 09:00:00+02:00,585.5659216866276,414.22799117189976,101.4320145815157
2021-12-24 10:00:00+02:00,566.0756878852844,481.8005573749542,100.96441376209259
2021-12-24 11:00:00+02:00,569.7434961928934,281.6984288559347,101.71667813528613
2021-12-24 12:00:00+02:00,553.6428236850472,481.99934860347776,101.03216996303824
2021-12-24 13:00:00+02:00,554.9338215529317,408.40968237982855,101.08861884685477
2021-12-24 14:00:00+02:00,562.3150655110677,280.72401072184243,101.4110772450765
2021-12-24 15:00:00+02:00,572.5545292070428,349.57698702033974,100.6145198380558
2021-12-24 16:00:00+02:00,558.1753819192103,486.29279475249064,100.38466165232104
2021-12-24 17:00:00+02:00,549.3620808919271,278.48369140625,100.82623558044433
2021-12-24 18:00:00+02:00,572.050831599476,351.0865355811416,101.13431064594393
2021-12-24 19:00:00+02:00,547.1328368524108,410.422756927182,100.79705583206331
2021-12-24 20:00:00+02:00,546.4559539794922,279.6423685709635,100.94257621765136
2021-12-24 21:00:00+02:00,553.8962279660019,414.3391043504878,100.54864007384334
2021-12-24 22:00:00+02:00,550.1216357053823,403.31608550872033,100.5325234571294
2021-12-24 23:00:00+02:00,546.2775115966797,273.40798772176106,100.51887944539388
2021-12-25 00:00:00+02:00,543.6124740718872,488.52708174831184,100.14079450267229
2021-12-25 01:00:00+02:00,564.2237172807966,350.34030178615023,100.77907144455682
2021-12-25 02:00:00+02:00,575.06344006409,275.67146838010854,100.771427672113
2021-12-25 03:00:00+02:00,562.7770951831614,377.3307214984457,100.59590355676549
2021-12-25 04:00:00+02:00,547.2138243395873,413.6509140477036,100.53979430535827
2021-12-25 05:00:00+02:00,557.3219299316406,279.3619269009294,100.80468671075229
2021-12-25 06:00:00+02:00,557.1278866316921,490.96063386192617,100.85301723036655
2021-12-25 07:00:00+02:00,551.1319332885743,412.36480010986327,100.62932373046876
2021-12-25 08:00:00+02:00,574.6119393966904,281.81259078596105,101.0951812590786
2021-12-25 09:00:00+02:00,550.1168066216994,484.8657875948174,100.29398807259493
2021-12-25 10:00:00+02:00,568.3762253270005,416.039162992227,100.52836015489366
2021-12-25 11:00:00+02:00,563.5106943766276,275.41955922444663,101.02511355082194
2021-12-25 12:00:00+02:00,549.5651097297668,480.5326393842697,100.34353506565094
2021-12-25 13:00:00+02:00,549.3397676908053,481.3276159433218,100.05110338651217
2021-12-25 14:00:00+02:00,566.8949911428052,281.0530680575112,100.6563149385674
2021-12-25 15:00:00+02:00,569.5077290750628,412.5786036199062,100.02271841998076
2021-12-25 16:00:00+02:00,564.2793344825205,406.7636852842389,99.9290359188812
2021-12-25 17:00:00+02:00,566.8876829821654,418.23898631394513,100.49191488400854
2021-12-25 18:00:00+02:00,554.5298107058503,267.5160818173904,100.50823986437894
2021-12-25 19:00:00+02:00,556.345472172876,408.239220623994,100.45194018186636
2021-12-25 20:00:00+02:00,555.4931313871133,424.9235060720733,100.20773589008986
2021-12-25 21:00:00+02:00,574.4115857766715,265.9234083045484,100.60318328223525
2021-12-25 22:00:00+02:00,560.6406088329497,338.52415334610714,100.31626814887638
2021-12-25 23:00:00+02:00,548.0587911605835,493.9999883174896,99.89768171310425
2021-12-26 00:00:00+02:00,567.6250152020649,364.56400290563647,100.8751975701201
2021-12-26 01:00:00+02:00,546.2028361002605,273.18395614624023,100.38052978515626
2021-12-26 02:00:00+02:00,557.2572579258837,433.276578581735,100.1169557035639
2021-12-26 03:00:00+02:00,566.3717252392789,360.5231322581634,100.51073280763832
2021-12-26 04:00:00+02:00,577.1168795638348,292.3921682079833,100.57850267419863
2021-12-26 05:00:00+02:00,554.9908546625181,494.3550250622653,99.87755046519199
2021-12-26 06:00:00+02:00,567.8302719479516,356.3601118269421,100.67926720210484
2021-12-26 07:00:00+02:00,557.0028429533306,272.290581495242,100.88270924503642
2021-12-26 08:00:00+02:00,563.96929869676,416.7538136128847,100.3606345471997
2021-12-26 09:00:00+02:00,548.5303940883903,484.6047407046769,100.34590616152268
2021-12-26 10:00:00+02:00,553.4716959635417,273.4158487955729,101.13516400655111
2021-12-26 11:00:00+02:00,571.3566484547624,416.43029476897885,100.1000668689458
2021-12-26 12:00:00+02:00,560.1899343091388,482.454544185668,99.93897371513899
2021-12-26 13:00:00+02:00,570.5134506612865,273.9121896191902,100.13582429062896
2021-12-26 14:00:00+02:00,563.276917048863,404.4441944303967,99.95649723779587
2021-12-26 15:00:00+02:00,564.4915737575955,405.63125672003235,100.31016421077227
2021-12-26 16:00:00+02:00,569.1124627165092,266.51246075297513,100.31044112804324
2021-12-26 17:00:00+02:00,566.3252938338152,485.7197885588398,99.25708290160172
2021-12-26 18:00:00+02:00,576.1310689976153,369.2693754617641,100.04541355661685
2021-12-26 19:00:00+02:00,552.5814448765346,328.76907051934137,100.23555483136859
2021-12-26 20:00:00+02:00,555.689219156901,279.5417500813802,100.04644711812337
2021-12-26 21:00:00+02:00,552.8540020473113,409.03939873554987,101.91611031469355
2021-12-26 22:00:00+02:00,564.3654080904447,309.52045096931874,99.84230016352056
2021-12-26 23:00:00+02:00,559.6001291275024,501.7722121477127,99.76503157615662
2021-12-27 00:00:00+02:00,566.9987134933472,265.54583716392517,100.16519367694855
2021-12-27 01:00:00+02:00,551.7456846911498,407.4844926005662,99.89211365670869
2021-12-27 02:00:00+02:00,558.1727020571931,431.2669132887715,99.77205823647856
2021-12-27 03:00:00+02:00,560.0871284484863,390.5936762491862,101.56573804219563
2021-12-27 04:00:00+02:00,558.8786173298131,262.4722392019914,100.78872891526726
2021-12-27 05:00:00+02:00,584.5543359827112,420.86460438481083,99.79167062264902
2021-12-27 06:00:00+02:00,559.9343342781067,488.42940306663513,99.54099917411804
2021-12-27 07:00:00+02:00,566.9072142321654,437.06911938599865,99.98048820880929
2021-12-27 08:00:00+02:00,554.497525024414,278.29581858317056,100.73112055460612
2021-12-27 09:00:00+02:00,567.2382945501982,370.60392943424966,99.86024053772884
2021-12-27 10:00:00+02:00,555.4442086290958,390.0933856110075,99.91039686060664
2021-12-27 11:00:00+02:00,564.2832367306664,394.2917223430815,99.98007958275932
2021-12-27 12:00:00+02:00,572.4659655262546,279.5690906056684,100.07637948528985
2021-12-27 13:00:00+02:00,560.8935297705261,382.23241370268977,100.57853347263979
2021-12-27 14:00:00+02:00,553.9263159908465,416.0585841278532,104.46424965360272
2021-12-27 15:00:00+02:00,564.899812477917,403.4928918579715,99.78310317609777
2021-12-27 16:00:00+02:00,568.4142432579628,263.2484197763296,99.82108494685247
2021-12-27 17:00:00+02:00,557.8127684930358,438.7868169919409,99.51551129119565
2021-12-27 18:00:00+02:00,573.9326282613891,325.0916216564581,100.07045710438918
2021-12-27 19:00:00+02:00,565.7334691950705,388.4914862258596,99.79970912877086
2021-12-27 20:00:00+02:00,553.8274616566739,539.3724083715631,99.27793706849565
2021-12-27 21:00:00+02:00,550.3525395393372,312.07929277420044,100.41280817985535
2021-12-27 22:00:00+02:00,549.9657907104493,398.5439074707031,99.774700050354
2021-12-27 23:00:00+02:00,555.4507200326492,352.1182715572528,99.73388133831878
2021-12-28 00:00:00+02:00,561.0681281089783,496.87261176109314,99.51078462600708
2021-12-28 01:00:00+02:00,555.8936004638672,256.61815846761067,100.11640764872233
2021-12-28 02:00:00+02:00,545.1245283647017,418.2611416132763,99.6920210327765
2021-12-28 03:00:00+02:00,552.8751790748453,413.8102028324919,100.02510445072966
2021-12-28 04:00:00+02:00,557.9346205491286,480.17788379375753,99.65492002047026
2021-12-28 05:00:00+02:00,571.5653880511144,478.4660223435986,99.6128430033839
2021-12-28 06:00:00+02:00,572.5307645185278,275.64658555897006,99.92346567976365
2021-12-28 07:00:00+02:00,566.6656359268932,364.0455805174867,99.73804825343443
2021-12-28 08:00:00+02:00,557.2932464907868,399.8240494390931,100.18201003411804
2021-12-28 09:00:00+02:00,557.6558787410421,409.2595701289356,99.6284132075489
2021-12-28 10:00:00+02:00,563.4901480955236,345.91952051835904,100.45914929053363
2021-12-28 11:00:00+02:00,552.4322439960021,409.9581353419687,147.91360598924922
2021-12-28 12:00:00+02:00,565.5835780288234,434.0968157219164,219.40310310594964
2021-12-28 13:00:00+02:00,563.3435102354805,425.4999173146374,188.56890851866524
2021-12-28 14:00:00+02:00,567.7376269385928,409.2862921215239,160.8283768154326
2021-12-28 15:00:00+02:00,572.4096200619103,420.8852558639814,162.45428501345077
2021-12-28 16:00:00+02:00,560.9549012749645,419.53711089417664,137.61015896217714
2021-12-28 17:00:00+02:00,563.5566118959979,411.8600580683558,137.287837884365
2021-12-28 18:00:00+02:00,522.0135891586987,435.8876924884853,133.13581798041045
2021-12-28 19:00:00+02:00,654.0347019024749,422.3760043471607,135.5806013078832
2021-12-28 20:00:00+02:00,529.8765828658123,473.28092396016024,132.65226924662687
2021-12-28 21:00:00+02:00,525.0180440266927,322.37511545817057,132.12862904866537
2021-12-28 22:00:00+02:00,525.1135535240173,526.4013705253601,132.578364610672
2021-12-28 23:00:00+02:00,524.8424471341647,516.8933896578275,134.21463752159707
2021-12-29 00:00:00+02:00,529.5528055826823,465.6244548450817,131.99885528256195
2021-12-29 01:00:00+02:00,525.4726388784555,552.169647686298,132.25258865356446
2021-12-29 02:00:00+02:00,527.8561043739319,334.7566487789154,132.9903175830841
2021-12-29 03:00:00+02:00,530.378873610879,509.7467347823362,133.91104166775463
2021-12-29 04:00:00+02:00,524.7677449193494,514.6114891315328,132.30050981455835
2021-12-29 05:00:00+02:00,531.9958406698825,469.67418447166983,131.7096737563008
2021-12-29 06:00:00+02:00,528.6906327290751,481.7468704913729,133.69069594953527
2021-12-29 07:00:00+02:00,528.9004811604817,302.8002126057943,136.2838353474935
2021-12-29 08:00:00+02:00,525.5802181746609,524.2179257888203,132.9838454963625
2021-12-29 09:00:00+02:00,529.8485886934544,463.11590530452656,135.02286080921186
2021-12-29 10:00:00+02:00,528.5290707743227,435.16884879878,136.1512245215806
2021-12-29 11:00:00+02:00,534.2895641036445,481.75484423952054,235.57474963193013
2021-12-29 12:00:00+02:00,530.2871276855469,340.6710708618164,176.39422887166342
2021-12-29 13:00:00+02:00,525.6711480988929,470.6100874857687,153.45529243814286
2021-12-29 14:00:00+02:00,525.8638397599863,473.329651942978,156.30530295910697
2021-12-29 15:00:00+02:00,524.2012004182432,465.0521041672684,126.64668190721663
2021-12-29 16:00:00+02:00,523.8109982512718,523.5243542101956,135.52525211304658
2021-12-29 17:00:00+02:00,528.4008120926175,347.4120394012632,133.76314079690968
2021-12-29 18:00:00+02:00,526.5240726470947,536.35200548172,134.0703146457672
2021-12-29 19:00:00+02:00,529.8035615066002,438.00163216426455,134.33736028812203
2021-12-29 20:00:00+02:00,530.0411091640856,394.30403015317296,133.25270202456142
2021-12-29 21:00:00+02:00,530.2655534744263,553.3438086509705,134.65692520141602
2021-12-29 22:00:00+02:00,528.347080485026,319.7834187825521,133.25193430582684
2021-12-29 23:00:00+02:00,529.8045640102653,527.3955087587815,154.40354446292847
2021-12-30 00:00:00+02:00,535.155743009481,457.32648134471185,132.9144936566377
2021-12-30 01:00:00+02:00,539.9287292170645,442.7547056711265,138.72345311508565
2021-12-30 02:00:00+02:00,538.2627240992304,360.16857573096433,134.1831540691319
2021-12-30 03:00:00+02:00,536.8223446988867,472.115305541498,143.36889537239847
2021-12-30 04:00:00+02:00,534.374813277633,434.54174375180844,132.44463201452186
2021-12-30 05:00:00+02:00,535.9341388081396,347.02105949461,130.9594208473383
2021-12-30 06:00:00+02:00,527.2750416581958,450.4596033486292,133.74440195303424
2021-12-30 07:00:00+02:00,529.1144001256281,456.92214682114184,130.57806542171306
2021-12-30 08:00:00+02:00,531.2142922757852,468.45314426614783,130.02079799921825
2021-12-30 09:00:00+02:00,528.4158550223918,351.17442398841933,130.9512271303119
2021-12-30 10:00:00+02:00,524.5674410306491,556.2149237999549,133.0935693007249
2021-12-30 11:00:00+02:00,525.7191322403725,525.9880639278527,141.56279885648476
2021-12-30 12:00:00+02:00,526.1894042312458,333.67571644116475,182.4843507992324
2021-12-30 13:00:00+02:00,523.7598383976863,559.614043719952,138.06327256422776
2021-12-30 14:00:00+02:00,567.2612412182253,446.04653602713967,137.549584778743
2021-12-30 15:00:00+02:00,571.1053429805871,345.8755488540187,139.1740757335316
2021-12-30 16:00:00+02:00,558.9552616167672,394.6359014068475,136.72823781202615
2021-12-30 17:00:00+02:00,558.813439639998,503.13947000385804,137.59443050431616
2021-12-30 18:00:00+02:00,569.8031354631696,442.3096465312789,137.16015328092527
2021-12-30 19:00:00+02:00,566.6734297404918,357.16548310509023,137.1716275473898
2021-12-30 20:00:00+02:00,582.5762766570293,446.0126514904605,132.83099560667142
2021-12-30 21:00:00+02:00,584.4777008731477,466.76677979415405,134.78637916508706
2021-12-30 22:00:00+02:00,589.6039002384972,330.2092127200946,133.523605193325
2021-12-30 23:00:00+02:00,595.3579880604193,475.0357426782349,135.4751312409214
2021-12-31 00:00:00+02:00,600.5582537295213,422.31511449102146,137.48320212293027
2021-12-31 01:00:00+02:00,577.6661376953125,522.9743631216196,136.28444037804238
2021-12-31 02:00:00+02:00,580.3310698280038,317.9921304865401,135.1227079879406
2021-12-31 03:00:00+02:00,574.1681607564291,408.3900226411365,133.97301996321906
2021-12-31 04:00:00+02:00,589.6827547443447,409.4858018106489,135.9218410093393
2021-12-31 05:00:00+02:00,581.1268800677675,336.59363856460106,134.28253011992484
2021-12-31 06:00:00+02:00,582.1635536920456,409.60493260338194,135.83167262304397
2021-12-31 07:00:00+02:00,583.3764299016902,415.5423295825831,135.80334064242564
2021-12-31 08:00:00+02:00,577.810225423177,320.4287882486979,134.76827799479167
2021-12-31 09:00:00+02:00,577.3002756602729,438.9038735005393,133.0205110009037
2021-12-31 10:00:00+02:00,577.1588166889392,410.8337347274436,135.53649449169188
2021-12-31 11:00:00+02:00,587.9710135053294,305.03245437976926,134.8594638321751
2021-12-31 12:00:00+02:00,569.9009224589746,460.97664991215845,135.5884220755879
2021-12-31 13:00:00+02:00,588.4494885150893,425.6060619756642,136.07499749549834
2021-12-31 14:00:00+02:00,582.8055539538512,445.76640312156485,134.78472685694095
2021-12-31 15:00:00+02:00,590.3948008978545,326.10837475221547,136.1217626315444
2021-12-31 16:00:00+02:00,579.4064193843872,527.8971370726592,133.43209247441254
2021-12-31 17:00:00+02:00,598.640890197754,475.3034368896484,136.19052810668944
2021-12-31 18:00:00+02:00,599.8314046223958,326.3180796305339,135.0874247233073
2021-12-31 19:00:00+02:00,584.9498358832466,468.3290406814729,133.74918773920848
2021-12-31 20:00:00+02:00,579.7310806351092,460.6991120151539,138.94848855176764
2021-12-31 21:00:00+02:00,579.2378738758176,329.72113841448646,134.76952131404434
2021-12-31 22:00:00+02:00,593.2628327182789,492.5786240160765,133.39135450813637
2021-12-31 23:00:00+02:00,582.5987099095395,437.36970256145736,133.32418863396896
2022-01-01 00:00:00+02:00,619.1490017532799,400.2109825681533,136.7571936176799
2022-01-01 01:00:00+02:00,588.6232436126863,352.1909086740562,133.47836086834747
2022-01-01 02:00:00+02:00,595.3486728952892,467.89781507805213,135.1188101697324
2022-01-01 03:00:00+02:00,588.132018426452,546.7693350435508,138.11358673403961
2022-01-01 04:00:00+02:00,601.2012593072175,325.37450917561847,138.44417533391638
2022-01-01 05:00:00+02:00,581.7583655900853,373.51539455947056,138.9190467916509
2022-01-01 06:00:00+02:00,637.4625037794011,328.1211300235626,134.4894193601778
2022-01-01 07:00:00+02:00,596.8939052847928,559.2824681008509,151.14516159175903
2022-01-01 08:00:00+02:00,576.6076196478318,543.7371487876242,137.02684375851652
2022-01-01 09:00:00+02:00,634.3023199462891,319.64003860473633,141.5864005279541
2022-01-01 10:00:00+02:00,587.3268854931148,465.80668470594617,132.43905866988982
2022-01-01 11:00:00+02:00,635.9882668807368,361.42220326924,136.85659360671792
2022-01-01 12:00:00+02:00,584.6215087277207,315.9377584026087,136.51749385661216
2022-01-01 13:00:00+02:00,588.7640305016873,404.6287637292986,133.29288961196087
2022-01-01 14:00:00+02:00,585.7739716350729,477.91080409016104,135.18251370657518
2022-01-01 15:00:00+02:00,575.2398440338844,322.2621769868126,135.4513975631359
2022-01-01 16:00:00+02:00,584.4799772563733,428.6311201511469,135.19410728511954
2022-01-01 17:00:00+02:00,585.1688301258517,431.17251437768005,132.90999069787506
2022-01-01 18:00:00+02:00,599.5073580228366,307.26392540564905,133.94434826190655
2022-01-01 19:00:00+02:00,596.8342655726841,457.4660884312221,135.93839513039103
2022-01-01 20:00:00+02:00,603.680749646852,386.5798525651883,135.8671798143
2022-01-01 21:00:00+02:00,578.6112389197716,527.3933295616737,135.96045520489034
2022-01-01 22:00:00+02:00,595.1625838094683,328.22120935240787,136.95066382564715
2022-01-01 23:00:00+02:00,618.3513337998163,425.3973714737665,132.59134882972353
2022-01-02 00:00:00+02:00,574.2756237240892,453.3373963629181,133.77341165973914
2022-01-02 01:00:00+02:00,589.3632090250651,321.40824330647786,134.54188817342123
2022-01-02 02:00:00+02:00,574.9123273577009,496.96576301419003,133.13089495289083
2022-01-02 03:00:00+02:00,589.3267332617917,431.01734354958603,152.68676290939104
2022-01-02 04:00:00+02:00,582.4322746335998,334.95056436228197,136.45209367145864
2022-01-02 05:00:00+02:00,601.147598031851,532.90361328125,134.46207099327674
2022-01-02 06:00:00+02:00,593.2998870139899,546.6353989238887,137.60269058582395
2022-01-02 07:00:00+02:00,616.8957410863316,337.33545039598596,137.74471787812095
2022-01-02 08:00:00+02:00,585.2255859375,538.8802849821342,133.18054696016534
2022-01-02 09:00:00+02:00,586.7402876378892,432.47248263126903,135.71319574363224
2022-01-02 10:00:00+02:00,591.9423292371962,318.31869337293836,140.6311060587565
2022-01-02 11:00:00+02:00,597.8033972755472,421.4229809766147,135.95375052875377
2022-01-02 12:00:00+02:00,591.1842620384874,495.84342762903515,137.37914094101959
2022-01-02 13:00:00+02:00,576.8808692392677,348.82929406984886,135.32229583431976
2022-01-02 14:00:00+02:00,591.1906802924395,420.469391771138,134.2100390918149
2022-01-02 15:00:00+02:00,636.0524232006776,390.8636735545915,133.4897564037426
2022-01-02 16:00:00+02:00,578.6484603596091,462.7527205220769,132.5416820969028
2022-01-02 17:00:00+02:00,585.1530913853858,361.70851909512936,132.92706538803145
2022-01-02 18:00:00+02:00,582.9406458536783,419.2105203356062,133.07983950206213
